"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
57,"Male","White","Married","Four Year Degree",50,3
33,"Male","White","Married","Some College",48,2
30,"Female","White","Married","Some College",25,2
61,"Male","White","Separated/Divorced","Some College",41,2
48,"Female","White","Married","Some College",30,2
51,"Male","White","Married","Some College",45,2
46,"Male","Black","Married","Four Year Degree",40,3
64,"Female","White","Separated/Divorced","Some College",40,2
63,"Male","White","Married","Advanced Degree",40,4
49,"Male","White","Married","Four Year Degree",60,3
43,"Male","White","Married","Some College",50,2
49,"Female","White","Separated/Divorced","Some College",40,2
65,"Male","White","Married","Four Year Degree",50,3
66,"Female","White","Married","Four Year Degree",60,3
40,"Female","White","Married","Some College",40,2
64,"Male","White","Married","Some College",40,2
50,"Female","White","Married","Advanced Degree",44,4
53,"Male","White","Married","Four Year Degree",40,3
25,"Male","White","Single","Some College",40,2
62,"Female","White","Married","Advanced Degree",20,4
61,"Male","White","Married","Advanced Degree",5,4
26,"Male","White","Single","Four Year Degree",40,3
60,"Female","White","Separated/Divorced","Four Year Degree",40,3
35,"Female","White","Married","Some College",20,2
63,"Female","White","Married","Advanced Degree",64,4
66,"Male","White","Married","Some College",28,2
65,"Female","White","Married","Advanced Degree",50,4
56,"Male","White","Married","Advanced Degree",45,4
50,"Female","White","Separated/Divorced","Some College",43,2
54,"Female","White","Married","Four Year Degree",50,3
58,"Male","White","Married","Four Year Degree",50,3
37,"Male","White","Married","Some College",55,2
36,"Female","White","Married","Advanced Degree",55,4
49,"Male","White","Separated/Divorced","Some College",50,2
61,"Male","White","Separated/Divorced","Four Year Degree",40,3
26,"Male","White","Single","Some College",40,2
42,"Female","White","Single","Four Year Degree",40,3
38,"Female","White","Separated/Divorced","Four Year Degree",25,3
38,"Male","White","Single","Some College",40,2
47,"Female","White","Separated/Divorced","Some College",45,2
60,"Female","White","Separated/Divorced","Advanced Degree",42,4
26,"Female","White","Single","Four Year Degree",65,3
48,"Male","White","Married","Advanced Degree",48,4
63,"Female","White","Separated/Divorced","Some College",40,2
43,"Female","White","Separated/Divorced","Advanced Degree",35,4
46,"Male","White","Separated/Divorced","Advanced Degree",50,4
52,"Female","White","Married","Some College",40,2
25,"Female","White","Single","Some College",44,2
55,"Male","White","Married","Advanced Degree",40,4
52,"Female","White","Married","Advanced Degree",40,4
52,"Female","White","Married","Advanced Degree",50,4
44,"Male","White","Married","Advanced Degree",40,4
74,"Male","White","Married","Four Year Degree",55,3
61,"Male","White","Separated/Divorced","Four Year Degree",18,3
38,"Male","White","Married","Advanced Degree",45,4
35,"Female","White","Married","Four Year Degree",45,3
31,"Male","White","Single","Some College",40,2
61,"Male","White","Separated/Divorced","Some College",38,2
58,"Female","White","Separated/Divorced","Some College",38,2
80,"Male","White","Married","Advanced Degree",40,4
62,"Female","White","Married","Four Year Degree",30,3
51,"Male","White","Married","Four Year Degree",50,3
51,"Female","White","Married","Four Year Degree",50,3
27,"Female","White","Single","Advanced Degree",50,4
28,"Male","White","Single","Advanced Degree",40,4
28,"Female","White","Married","Some College",50,2
25,"Female","White","Single","Four Year Degree",25,3
45,"Female","White","Separated/Divorced","Some College",35,2
51,"Male","White","Single","Advanced Degree",35,4
65,"Female","White","Separated/Divorced","Four Year Degree",40,3
50,"Male","White","Married","Some College",50,2
53,"Female","White","Separated/Divorced","Some College",40,2
42,"Male","White","Married","Four Year Degree",50,3
49,"Female","White","Married","Advanced Degree",45,4
33,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
41,"Female","White","Separated/Divorced","Four Year Degree",43,3
51,"Female","White","Married","Four Year Degree",33,3
51,"Male","White","Married","Advanced Degree",50,4
52,"Male","White","Married","Some College",50,2
56,"Female","White","Married","Advanced Degree",40,4
43,"Male","White","Married","Advanced Degree",51,4
52,"Male","White","Married","Advanced Degree",40,4
45,"Male","White","Married","Four Year Degree",46,3
42,"Female","White","Married","Four Year Degree",24,3
42,"Male","White","Married","Advanced Degree",44,4
40,"Female","White","Married","Advanced Degree",35,4
51,"Male","White","Married","Four Year Degree",40,3
50,"Female","White","Married","Some College",8,2
27,"Male","White","Single","Four Year Degree",40,3
54,"Female","Black","Married","Four Year Degree",37,3
55,"Male","Black","Married","Some College",38,2
39,"Male","White","Married","Four Year Degree",60,3
35,"Female","White","Married","Some College",36,2
38,"Male","White","Married","Some College",40,2
48,"Female","White","Separated/Divorced","Four Year Degree",20,3
47,"Male","White","Married","Advanced Degree",55,4
48,"Female","White","Married","Advanced Degree",38,4
44,"Female","White","Married","Advanced Degree",50,4
54,"Male","White","Married","Some College",52,2
52,"Female","White","Married","Some College",43,2
31,"Male","White","Married","Advanced Degree",55,4
38,"Male","White","Single","Four Year Degree",40,3
44,"Female","White","Married","Advanced Degree",35,4
45,"Female","White","Married","Advanced Degree",40,4
43,"Male","White","Married","Four Year Degree",50,3
52,"Female","White","Separated/Divorced","Some College",40,2
27,"Male","White","Single","Four Year Degree",40,3
25,"Female","White","Single","Some College",10,2
39,"Male","White","Married","Advanced Degree",50,4
32,"Female","White","Married","Four Year Degree",60,3
46,"Male","White","Married","Four Year Degree",50,3
45,"Female","White","Married","Four Year Degree",35,3
29,"Female","White","Separated/Divorced","High School Degree",40,1
43,"Female","White","Married","Four Year Degree",6,3
46,"Male","White","Married","Advanced Degree",60,4
42,"Female","White","Separated/Divorced","High School Degree",16,1
63,"Male","White","Separated/Divorced","High School Degree",25,1
51,"Male","White","Married","Advanced Degree",55,4
39,"Female","White","Separated/Divorced","Some College",34,2
33,"Male","White","Separated/Divorced","Some College",40,2
29,"Male","White","Single","Advanced Degree",48,4
27,"Male","White","Single","Some College",28,2
31,"Female","White","Single","Some College",35,2
70,"Male","White","Married","Some College",20,2
29,"Female","White","Single","Some College",40,2
46,"Female","White","Married","Some College",40,2
66,"Female","White","Married","Some College",40,2
32,"Male","White","Single","Advanced Degree",38,4
49,"Male","White","Single","Some College",60,2
30,"Male","White","Single","Some College",60,2
65,"Male","White","Married","Some College",24,2
59,"Female","White","Married","Some College",40,2
59,"Male","White","Married","Advanced Degree",60,4
59,"Female","White","Married","Some College",32,2
59,"Male","White","Single","Four Year Degree",36,3
60,"Male","White","Married","Four Year Degree",40,3
58,"Female","White","Married","Some College",40,2
58,"Female","White","Separated/Divorced","Some College",16,2
60,"Male","White","Separated/Divorced","Four Year Degree",65,3
29,"Male","White","Married","Some College",41,2
45,"Female","White","Married","Advanced Degree",40,4
47,"Male","White","Married","Advanced Degree",50,4
49,"Male","White","Married","Advanced Degree",42,4
49,"Female","White","Married","Advanced Degree",45,4
51,"Male","White","Married","Some College",63,2
26,"Male","White","Single","Some College",40,2
41,"Female","White","Married","Four Year Degree",40,3
44,"Male","White","Married","Four Year Degree",40,3
46,"Male","White","Single","Some College",40,2
61,"Male","White","Married","Some College",60,2
59,"Female","White","Married","Advanced Degree",25,4
54,"Male","White","Married","Some College",25,2
47,"Female","White","Married","Advanced Degree",32,4
49,"Male","White","Married","Some College",50,2
52,"Female","White","Married","Four Year Degree",43,3
25,"Female","White","Single","Advanced Degree",40,4
49,"Female","White","Separated/Divorced","Some College",30,2
67,"Male","White","Married","Advanced Degree",40,4
46,"Male","White","Married","Four Year Degree",45,3
46,"Female","White","Married","Advanced Degree",40,4
34,"Male","White","Married","Some College",40,2
29,"Female","White","Married","Four Year Degree",40,3
50,"Female","White","Married","Four Year Degree",40,3
32,"Female","White","Single","Advanced Degree",38,4
29,"Male","White","Single","Four Year Degree",40,3
52,"Male","White","Married","Four Year Degree",45,3
27,"Female","White","Married","Advanced Degree",30,4
30,"Male","White","Single","Four Year Degree",36,3
31,"Female","White","Single","Four Year Degree",40,3
60,"Male","White","Married","Some College",82,2
60,"Female","White","Widowed","High School Degree",38,1
80,"Male","White","Married","Some College",20,2
48,"Female","White","Single","Four Year Degree",35,3
56,"Male","White","Separated/Divorced","Some College",40,2
51,"Female","White","Separated/Divorced","Advanced Degree",40,4
44,"Female","White","Separated/Divorced","Advanced Degree",40,4
46,"Male","White","Married","Some College",25,2
72,"Female","Other","Separated/Divorced","Advanced Degree",35,4
45,"Female","Asian/Pacific Islander","Single","High School Degree",40,1
32,"Female","White","Single","Some College",43,2
41,"Female","White","Separated/Divorced","High School Degree",40,1
32,"Male","White","Married","Four Year Degree",60,3
37,"Female","White","Married","Advanced Degree",43,4
37,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
72,"Male","White","Widowed","Advanced Degree",20,4
55,"Female","White","Married","Advanced Degree",40,4
53,"Male","White","Married","Advanced Degree",40,4
52,"Male","White","Married","Four Year Degree",40,3
58,"Male","White","Married","Advanced Degree",24,4
57,"Female","White","Married","Four Year Degree",40,3
39,"Male","White","Married","Four Year Degree",60,3
29,"Male","White","Married","Four Year Degree",40,3
30,"Female","White","Married","Advanced Degree",40,4
62,"Female","White","Separated/Divorced","Four Year Degree",50,3
49,"Female","White","Married","Four Year Degree",40,3
50,"Male","White","Married","Four Year Degree",40,3
38,"Male","White","Single","Some College",45,2
64,"Female","Other","Separated/Divorced","Advanced Degree",50,4
54,"Female","White","Married","Four Year Degree",40,3
30,"Male","White","Married","Some College",40,2
31,"Female","White","Married","Some College",40,2
61,"Male","White","Married","Some College",40,2
58,"Female","White","Married","Some College",40,2
53,"Female","White","Married","Four Year Degree",40,3
57,"Female","White","Married","Four Year Degree",40,3
56,"Male","White","Married","Advanced Degree",50,4
62,"Female","White","Widowed","Advanced Degree",40,4
62,"Male","White","Separated/Divorced","Advanced Degree",40,4
39,"Male","White","Married","Some College",40,2
39,"Female","White","Married","Some College",40,2
53,"Male","White","Married","Some College",50,2
52,"Female","White","Married","Some College",40,2
55,"Male","White","Separated/Divorced","Four Year Degree",35,3
52,"Female","American Indian/Aleut/Eskimo","Separated/Divorced","Some College",35,2
42,"Female","White","Married","Advanced Degree",40,4
50,"Male","White","Married","Advanced Degree",40,4
56,"Female","White","Separated/Divorced","Four Year Degree",40,3
55,"Male","White","Married","Four Year Degree",50,3
54,"Female","White","Married","Some College",15,2
63,"Female","White","Married","Some College",4,2
66,"Male","White","Married","Advanced Degree",10,4
62,"Female","White","Married","Some College",18,2
62,"Male","White","Married","Some College",60,2
35,"Female","Black","Married","Advanced Degree",40,4
45,"Male","White","Married","Four Year Degree",40,3
